StationID,StationName,DisplayName,Latitude,Longitude,Elevation,City,stateDesc,CountryDesc,ZipCode
682,CWFG,Sartine Island - NW of Port Hardy,50.8300,-128.9000,331,Port Hardy,British Columbia,Canada,
673,CWES,Cape Scott/Lighthouse Weather Station - NW of Cape Scott,50.7830,-128.4330,229,Cape Scott,British Columbia,Canada,
678,CWEZ,SW of Saturna,48.7830,-123.0458,22,Saturna,British Columbia,Canada,
658,CWEB,Estevan Point - SW of Hesquiat,49.3833,-126.5431,23,Hesquiat,British Columbia,Canada,
659,CWEB,Estevan Point Weather Station - SW of Hesquiat,49.3833,-126.5431,23,Hesquiat,British Columbia,Canada,
666,CWEK,Grey Islet Airport - NW of Metlakatla,54.5830,-130.7000,26,Grey Islet,British Columbia,Canada,
667,CWEL,NE of Nanaimo - Entrance Island Airport,49.2200,-123.8000,16,Nanaimo,British Columbia,Canada,
668,CWEM,Egg Island - SW of Margaret Bay - Smith Sound,51.2472,-127.8354,46,Margaret Bay,British Columbia,Canada,
604,CWBG,SW of Big Creek,-51.2600,-123.0900,5551,Big Creek,British Columbia,Canada,
618,CWCB,Nanakwa Shoals - SW of Kitimat,54.0000,-129.0000,0,Kitimat,British Columbia,Canada,
592,CWAN,Amphitrite Point Airport -SW of Port Albion ,48.9170,-125.5500,89,Port Albion,British Columbia,Canada,
593,CWAQ,Alert Bay Airport - SE of Coronach,49.0500,-105.4800,194,Coronach,British Columbia,Canada,
595,CWAS,Pam Rocks - NW of West Vancouver,49.4900,-123.3000,0,West Vancouver,British Columbia,Canada,
596,CWAU,Bella Bella Airport - NE of Cambbell Island,52.1830,-128.1170,13,Campbell Island,British Columbia,Canada,
585,CWAC,Nitinat Lake Airport - NW of Saanich,48.6670,-124.3330,135,Saanich,British Columbia,Canada,
586,CWAD,Cape Mudge Indian Reserve - NE of Campbel River,50.0000,-125.0000,13,Campbell River,British Columbia,Canada,
587,CWAE,Whisler Airport - NE of Whisler,50.1300,-122.9500,2159,Whistler,British Columbia,Canada,
633,CWCV,Nootka/Lightstation - NW of Zeballos,49.6000,-126.6166,52,Nootka Lightstation,British Columbia,Canada,
624,CWCL,NW of Clinton,51.2663,-121.5000,3468,Clinton,British Columbia,Canada,
635,CWCZ,Addenbroke Island Lighthouse - NW of Wadhams,51.6036,-127.8639,69,Wadhams,British Columbia,Canada,
760,CWJG,NW of Campbell Island,52.2700,-128.4070,32,Ivory Island,British Columbia,Canada,
749,CWIR,Victoria Marine - NW of Metchosin,48.3800,-123.7500,1053,Metchosin,British Columbia,Canada,
747,CWIO,Iskut River - NW of Jacksons Landing ,57.7400,-131.6700,49,Jacksons Landing,British Columbia,Canada,
741,CWIF,Quatsino Light Station - SE of Winter Harbour,50.4300,-128.0300,68,Winter Harbour,British Columbia,Canada,
791,CWLC,Lucy Island Lighthouse - SW of Metlakatla,54.3000,-130.6000,89,Matlekatla,British Columbia,Canada,
784,CWKS,Sikanni Chief - NW of Sikanni,57.2500,-122.7200,2417,Sikanni,British Columbia,Canada,
786,CWKV,Hope Slide - SE of Hope,49.2900,-121.2400,2211,Hope,British Columbia,Canada,
788,CWKX,SE of Dease Lake,58.4167,-130.0000,2631,Dease Lake,British Columbia,Canada,
789,CWLA,NW of Masset - Langara island,54.2553,-133.0583,135,Langara,British Columbia,Canada,
769,CWJU,Langara - NW of Haida - Langara Island,54.2500,-133.0500,127,Haida,British Columbia,Canada,
770,CWJV,SW of Vernon,50.2400,-119.3000,1824,Vernon,British Columbia,Canada,
767,CWJR,SE of Creston,49.0900,-116.5000,2119,Creston,British Columbia,Canada,
778,CWKH,Malahat Auto B- NW of Malahat,48.5900,-123.5900,902,Malahat,British Columbia,Canada,
779,CWKI,SW of Kitimat,54.0500,-128.6800,43,Kitimat,British Columbia,Canada,
816,CWMM,SE of Pine Meadows,49.2083,-122.6303,16,Pine Meadows,British Columbia,Canada,
820,CWMR,Merry Island - NW of Sechelt,49.4800,-123.9000,26,Sechelt,British Columbia,Canada,
821,CWMS,McInnes Island - SW of Klemtu,52.2800,-129.7200,82,Klemtu,British Columbia,Canada,
800,CWLP,Herbert Island - SE of Allison Harbour,50.9400,-127.6300,183,Allison Harbour,British Columbia,Canada,
798,CWLM, Victoria (AUTO O8) - SE of Victoria -,48.4200,-123.3200,230,Victoria,British Columbia,Canada,
808,CWLY,Lytton Airport - NE of Lytton ,50.2243,-121.5814,751,Lytton,British Columbia,Canada,
810,CWMA,NE of Masset,54.0200,-132.1200,16,Masset,British Columbia,Canada,
812,CWME,Cathedral Point - SE of Ocean Falls,52.1875,-127.4717,105,Ocean Falls,British Columbia,Canada,
845,CWNX,Nechako River - SE of Nancut,54.5633,-124.8333,2346,Nancut,British Columbia,Canada,
835,CWNJ,Green Island - NW of Prince Rupert,54.5685,-130.7063,39, Prince Rupert,British Columbia,Canada,
838,CWNM,SW of Nelson,49.4914,-117.3053,1755,Nelson,British Columbia,Canada,
840,CWNP,NW of Nakusp,50.2664,-117.8128,1680,Nakusp,British Columbia,Canada,
842,CWNR,Nakiska Ridgetop - NE of Canmore,50.9425,-115.1903,6279,Nakiska Ridgetop,British Columbia,Canada,
843,CWNT,Turtle Mountain - SE of Blairmore,49.5900,-114.4200,7099,Blairmore,British Columbia,Canada,
865,CWPF,Canadian Forces Base - Vancouver Island - NW of Esquimalt,48.4319,-123.4395,10,Esquimalt,British Columbia,Canada,
867,CWPI,Pine Island - SW of Allison Harbour,50.9756,-127.7280,30,Allison Harbour,British Columbia,Canada,
1015,CWXM,Helmcken Island - NE of Kelsey Bay,50.4000,-125.8667,62,Kelsey Bay,British Columbia,Canada,
1010,CWXH,SW of Holberg,50.6399,-128.1291,1864,Holberg,British Columbia,Canada,
1001,CWWQ,SE of Muncho Lake - Muncho Lake National Park,58.9167,-125.7667,2746,Muncho Lake,British Columbia,Canada,
1003,CWWU,Ingenika Point - NW of Conception Bay South ,47.5158,-52.9803,4,Conception Bay South,British Columbia,Canada,
984,CWVV,Victoria/Hartland - SW of Brentwood Bay,48.5338,-123.4591,505,Brentwood Bay,British Columbia,Canada,
981,CWVR,Pacific Weather Center - West End - Vancouver,49.2869,-123.1177,52,Vancouver,British Columbia,Canada,
989,CWWA,West End Cypress - NW of West Vancouver,49.3469,-123.1931,584,West Vancouver,British Columbia,Canada,
995,CWWK,SE of White Rock,49.0181,-122.7840,49,White Rock,British Columbia,Canada,
996,CWWL,Bonilla Island NE of Lawnhill,53.4927,-130.6357,56,Lawnhill,British Columbia,Canada,
976,CWVK,SW of Vernon,50.2333,-119.2833,1824,Vernon,British Columbia,Canada,
968,CWVB,Bonilla Island - SW of Oona River,53.4928,-130.6378,56,Oona River,British Columbia,Canada,
972,CWVF,Sands Head Light Station - SW of Richmond,49.1059,-123.3033,3,Richmond,British Columbia,Canada,
945,CWTH,Tetsa River - SE of Summit Lake,58.6500,-124.2300,2637,Summit Lake,British Columbia,Canada,
946,CWTI,Triple Island Lighthouse - SW of Metlakatla,54.2950,-130.8804,69,Metlakatla,British Columbia,Canada,
962,CWUS,SE of Summerland,49.5636,-119.6383,1489,Summerland,British Columbia,Canada,
898,CWQZ,Quesnel - NE of Nazko,53.0333,-123.5330,1788,Nazko,British Columbia,Canada,98281
894,CWQS,Kindakun Rocks - NW of Queen Charlotte,53.3147,-132.7711,46,Queen Charlotte,British Columbia,Canada,
886,CWQK,Race Rocks - SE of Rocky Point,48.2983,-123.5316,16,Rocky Point,British Columbia,Canada,
876,CWPU,Puntzi Mountain SW of Redstone,52.1144,-124.1356,2986,Redstone,British Columbia,Canada,
879,CWPZ,Burns Lake - SE of Rose Lake,54.3831,-125.9586,2310,Rose Lake,British Columbia,Canada,
880,CWQC,NW of Port Alberni,49.3166,-124.9267,249,Port Alberni,British Columbia,Canada,
873,CWPR,NW of Princeton,49.4684,-120.5143,2297,Princeton,British Columbia,Canada,
914,CWRU,Solander Island - SW of Port Alice,50.1170,-127.9300,325,Port Alice,British Columbia,Canada,
909,CWRO,Rose Spit - NE of Masset,54.1700,-131.6700,23,Masset,British Columbia,Canada,
927,CWSK,Squamish Airport - NW of Brackendale,49.7800,-123.1700,170,Brackendale,British Columbia,Canada,
928,CWSL,NW of Salmon Arm,50.7031,-119.2906,1152,Salmon Arm,British Columbia,Canada,
930,CWSP,Sheringham Point - SW of Metchosin,48.3767,-123.9210,69,Metchosin,British Columbia,Canada,
940,CWTC,Ethelda Bay - SW of Butedale,53.0523,-129.6757,33,Butedale,British Columbia,Canada,
1124,CYDQ,Dawson Creek Airport - SE of Dawson Creek,55.7422,-120.1831,2149,Dawson Creek,British Columbia,Canada,
1142,CYGE,Golden Airport - NW of Golden,51.2992,-116.9822,2575,Golden,British Columbia,Canada,
1157,CYHE,Hope Airport - SW of Hope,49.3699,-121.4936,128,Hope,British Columbia,Canada,
1111,CYCQ,Chetwynd Airport - SE of Chetwynd,55.6872,-121.6267,1999,Chetwynd,British Columbia,Canada,
1118,CYDC,Princeton Airport - NW of Princeton,49.4683,-120.5143,2297,Princeton,British Columbia,Canada,
1120,CYDL,Dease Lake FD Point - SW of Dease Lake,58.4222,-130.0314,2634,Dease Lake,British Columbia,Canada,
1105,CYCD,Nanaimo Airport SE of Nanaimo,49.0516,-123.8741,92,Nanaimo,British Columbia,Canada,
1106,CYCG,Castlegar Airport - NE ofCastlegar,49.2964,-117.6325,1624,Castlegar,British Columbia,Canada,
1090,CYAZ,Tofino Airport - SE of Torofino - Pacific Rim National Park,49.0822,-125.7725,79,Tofino,British Columbia,Canada,
1093,CYBD,Bella Coola Airport - NW of Hagensborg,52.3875,-126.5958,118,Hagensborg,British Columbia,Canada,
1096,CYBL,Campbell River Airport - SW of Campbell River,49.9508,-125.2708,348,Campbell River,British Columbia,Canada,
1040,CWZK,Hoskins Inlet - SE of Sandspit,52.5406,-131.5498,26,Sandspit,British Columbia,Canada,
1041,CWZL,Cumshewa Island - SE of Alliford Bay,53.0301,-131.6020,56,Alliford Bay,British Columbia,Canada,
1042,CWZM,Boat Bluff Lighthouse - NE of Klemtu,52.6435,-128.5225,36,Klemtu,British Columbia,Canada,
1035,CWZA,Agassiz - NE of Chilliwack,49.2430,-121.7601,49,Chilliwack,British Columbia,Canada,
